ag_ppm,anomaly_id,as_ppm,au_ppm,below_detection,bi_ppm,cu_ppm,easting,interval_m,lab_id,northing,pb_ppm,project_area,sample_id,sample_type,sb_ppm,zn_ppm,,,,,
0.48,An1,1.7,3.75,FALSE,13.65,41.2,498878.839,,,16,1,1241,2144292.424,20.1,Shamkya,316.652,RC.BH25.015,rc,0.22,17,149
1.74,An1,4.5,2.3,FALSE,54.8,258,498878.839,,,17,1,1242,2144292.424,80.7,Shamkya,315.652,RC.BH25.016,rc,0.43,18,104
0.01,An1,0.05,0.005,TRUE,0.1,3.4,,,,,,1243,,14.6,Shamkya,,,rc,0.05,,5
3.75,An1,5.1,2.2,FALSE,47.4,272,498878.839,,,18,1,1244,2144292.424,648,Shamkya,314.652,RC.BH25.017,rc,0.39,19,166
0.23,An1,1.5,0.02,FALSE,0.52,6.6,498878.839,,,19,1,1245,2144292.424,18.6,Shamkya,313.652,RC.BH25.018,rc,0.16,20,81
0.05,An1,0.8,0.005,TRUE,0.14,2.5,498878.839,,,20,1,1246,2144292.424,7.3,Shamkya,312.652,RC.BH25.019,rc,0.08,21,54
0.03,An1,0.8,0.005,TRUE,0.13,2.1,498878.839,,,21,1,1247,2144292.424,6.3,Shamkya,311.652,RC.BH25.020,rc,0.1,22,61
0.06,An1,0.8,0.005,TRUE,0.25,7.3,498878.839,,,22,1,1248,2144292.424,6.6,Shamkya,310.652,RC.BH25.021,rc,0.12,23,71
0.03,An1,0.6,0.005,TRUE,0.07,3.9,498878.839,,,23,1,1249,2144292.424,5.1,Shamkya,309.652,RC.BH25.022,rc,0.08,24,102
0.05,An1,0.7,0.01,FALSE,0.06,2.3,498878.839,,,24,1,1250,2144292.424,3.6,Shamkya,308.652,RC.BH25.023,rc,0.07,25,119
1.68,An1,3.3,2.47,FALSE,44,245,,,,,,1251,,75.9,Shamkya,,,rc,0.44,,105
0.08,An1,0.6,0.01,FALSE,0.21,11.5,498878.839,,,25,1,1252,2144292.424,3.4,Shamkya,307.652,RC.BH25.024,rc,0.12,26,117
0.11,An1,1.2,0.01,FALSE,0.18,9.2,498878.839,,,26,1,1253,2144292.424,5,Shamkya,306.652,RC.BH25.025,rc,0.15,27,107
0.1,An1,1,0.01,FALSE,0.12,15.3,498878.839,,,27,1,1254,2144292.424,4.6,Shamkya,305.652,RC.BH25.026,rc,0.14,28,108
0.08,An1,0.5,0.01,FALSE,0.09,10,498878.839,,,28,1,1255,2144292.424,3.4,Shamkya,304.652,RC.BH25.027,rc,0.11,29,111
0.07,An1,0.7,0.01,FALSE,0.11,5.7,498878.839,,,29,1,1256,2144292.424,4.4,Shamkya,303.652,RC.BH25.028,rc,0.1,30,109
0.08,An1,0.5,0.005,TRUE,0.13,14.2,498878.839,,,30,1,1257,2144292.424,6.7,Shamkya,302.652,RC.BH25.029,rc,0.1,31,120
0.06,An1,0.6,0.005,TRUE,0.22,10,498878.839,,,31,1,1258,2144292.424,8.4,Shamkya,301.652,RC.BH25.030,rc,0.2,32,70
0.04,An1,0.5,0.005,TRUE,0.08,7,498878.839,,,32,1,1259,2144292.424,5.1,Shamkya,300.652,RC.BH25.031,rc,0.09,33,123
0.03,An1,0.3,0.005,TRUE,0.07,4.4,498878.839,,,33,1,1260,2144292.424,4.8,Shamkya,299.652,RC.BH25.032,rc,0.09,34,136
0.03,An1,0.3,0.005,TRUE,0.07,4.9,498878.839,,,34,1,1261,2144292.424,5.4,Shamkya,298.652,RC.BH25.033,rc,0.11,35,93
0.03,An1,0.4,0.005,TRUE,0.06,4.9,498878.839,,,35,1,1262,2144292.424,3.2,Shamkya,297.652,RC.BH25.034,rc,0.08,36,109
0.03,An1,0.3,0.005,TRUE,0.09,8.5,498878.839,,,36,1,1263,2144292.424,3.3,Shamkya,296.652,RC.BH25.035,rc,0.07,37,117
0.05,An1,0.7,0.005,TRUE,0.22,6.5,498878.839,,,37,1,1264,2144292.424,5.1,Shamkya,295.652,RC.BH25.036,rc,0.1,38,108
0.04,An1,4.1,0.02,FALSE,0.41,4.1,498924.974,,,28,1,1265,2144283.431,2.2,Shamkya,305.298,RC.BH26.028,rc,0.23,29,34
0.04,An1,5.8,0.01,FALSE,0.58,27.6,498924.974,,,29,1,1266,2144283.431,1.7,Shamkya,304.298,RC.BH26.029,rc,0.16,30,21
0.04,An1,6.7,0.02,FALSE,0.57,28.7,498924.974,,,30,1,1267,2144283.431,2.2,Shamkya,303.298,RC.BH26.030,rc,0.24,31,24
0.04,An1,7.8,0.05,FALSE,0.57,13.8,498924.974,,,31,1,1268,2144283.431,3,Shamkya,302.298,RC.BH26.031,rc,0.28,32,22
0.09,An1,6.1,0.01,FALSE,0.84,33.2,498924.974,,,32,1,1269,2144283.431,5.6,Shamkya,301.298,RC.BH26.032,rc,0.26,33,102
0.1,An1,12.5,0.02,FALSE,0.45,6.5,498924.974,,,33,1,1270,2144283.431,5.7,Shamkya,300.298,RC.BH26.033,rc,0.31,34,84
0.1,An1,6.9,0.02,FALSE,0.27,8.4,498924.974,,,34,1,1271,2144283.431,8.2,Shamkya,299.298,RC.BH26.034,rc,0.29,35,120
0.68,An1,11.9,0.34,FALSE,1.16,93.1,498924.974,,,35,1,1272,2144283.431,48.5,Shamkya,298.298,RC.BH26.035,rc,0.74,36,243
5.31,An1,26,9.44,FALSE,16.9,260,498924.974,,,36,1,1273,2144283.431,328,Shamkya,297.298,RC.BH26.036,rc,1.63,37,753
0.76,An1,13.4,0.61,FALSE,1.19,74.8,498924.974,,,37,1,1274,2144283.431,35.4,Shamkya,296.298,RC.BH26.037,rc,0.26,38,145
0.72,An1,8.8,0.29,FALSE,4.2,314,498924.974,,,38,1,1275,2144283.431,57.5,Shamkya,295.298,RC.BH26.038,rc,0.45,39,121
0.46,An1,14,0.85,FALSE,1.37,79.4,,,,,,1276,,39.8,Shamkya,,,rc,0.29,,156
2.45,An1,24.3,1.08,FALSE,7.68,288,498924.974,,,39,1,1277,2144283.431,60.6,Shamkya,294.298,RC.BH26.039,rc,0.49,40,125
0.01,An1,0.2,0.005,TRUE,0.03,2.4,,,,,,1278,,11.8,Shamkya,,,rc,0.05,,3
0.34,An1,2.3,0.4,FALSE,1.89,62.4,498924.974,,,40,1,1279,2144283.431,26.3,Shamkya,293.298,RC.BH26.040,rc,0.17,41,88
0.36,An1,3.3,0.13,FALSE,1.21,45.2,498924.974,,,41,1,1280,2144283.431,103,Shamkya,292.298,RC.BH26.041,rc,0.26,42,46
0.06,An1,1,0.005,TRUE,0.18,6.7,498924.974,,,42,1,1281,2144283.431,6.7,Shamkya,291.298,RC.BH26.042,rc,0.11,43,67
0.05,An1,1.5,0.01,FALSE,0.25,42.7,498893.224,,,5,1,1282,2144455.678,8.9,Shamkya,329.352,RC.BH27.004,rc,0.13,6,60
0.12,An1,7.1,0.005,TRUE,0.29,51.5,498893.224,,,6,1,1283,2144455.678,9.1,Shamkya,328.352,RC.BH27.005,rc,0.23,7,103
0.06,An1,7.2,0.005,TRUE,0.23,27.4,498893.224,,,7,1,1284,2144455.678,8.6,Shamkya,327.352,RC.BH27.006,rc,0.14,8,69
0.11,An1,7.2,0.005,TRUE,0.25,44.5,498893.224,,,8,1,1285,2144455.678,8.7,Shamkya,326.352,RC.BH27.007,rc,0.2,9,68
0.09,An1,12.7,0.005,TRUE,0.5,32.8,498893.224,,,9,1,1286,2144455.678,15.1,Shamkya,325.352,RC.BH27.008,rc,0.63,10,73
0.09,An1,7.4,0.005,TRUE,0.31,33.6,498893.224,,,10,1,1287,2144455.678,9.2,Shamkya,324.352,RC.BH27.009,rc,0.3,11,76
0.07,An1,8.6,0.005,TRUE,0.59,26,498893.224,,,11,1,1288,2144455.678,13.2,Shamkya,323.352,RC.BH27.010,rc,0.25,12,56
0.08,An1,7.1,0.005,TRUE,1.19,51.7,498893.224,,,12,1,1289,2144455.678,10.1,Shamkya,322.352,RC.BH27.011,rc,0.19,13,55
0.06,An1,3.5,0.005,TRUE,0.35,33.4,498893.224,,,13,1,1290,2144455.678,13.1,Shamkya,321.352,RC.BH27.012,rc,0.11,14,89
0.16,An1,10.9,0.02,FALSE,2.17,99.9,498893.224,,,14,1,1291,2144455.678,15.2,Shamkya,320.352,RC.BH27.013,rc,0.3,15,165
3.45,An1,15.2,13.4,FALSE,362,5340,498893.224,,,15,1,1292,2144455.678,129.5,Shamkya,319.352,RC.BH27.014,rc,0.55,16,166
0.37,An1,20.2,0.31,FALSE,16.15,581,498893.224,,,16,1,1293,2144455.678,18.5,Shamkya,318.352,RC.BH27.015,rc,0.4,17,70
0.09,An1,14.6,0.02,FALSE,1.36,87.9,498893.224,,,17,1,1294,2144455.678,6.4,Shamkya,317.352,RC.BH27.016,rc,0.24,18,47
0.05,An1,4.6,0.005,TRUE,0.33,18.4,498893.224,,,18,1,1295,2144455.678,8.2,Shamkya,316.352,RC.BH27.017,rc,0.17,19,80
0.06,An1,6.5,0.01,FALSE,0.41,77.3,498893.224,,,19,1,1296,2144455.678,10.8,Shamkya,315.352,RC.BH27.018,rc,0.29,20,73
0.06,An1,5.8,0.005,TRUE,0.44,66.4,498893.224,,,20,1,1297,2144455.678,8.9,Shamkya,314.352,RC.BH27.019,rc,0.23,21,40
0.04,An1,3.8,0.005,TRUE,0.19,35.6,498893.224,,,21,1,1298,2144455.678,8.9,Shamkya,313.352,RC.BH27.020,rc,0.09,22,85
0.05,An1,12.4,0.01,FALSE,0.52,74.4,498893.224,,,22,1,1299,2144455.678,3.9,Shamkya,312.352,RC.BH27.021,rc,0.24,23,86
0.04,An1,2.1,0.005,TRUE,0.13,122.5,498893.224,,,23,1,1300,2144455.678,2.9,Shamkya,311.352,RC.BH27.022,rc,0.13,24,123
2.91,An1,14.6,12.85,FALSE,356,5290,,,,,,1301,,126.5,Shamkya,,,rc,0.56,,162
0.1,An1,14.3,0.11,FALSE,2.45,93.8,498893.224,,,24,1,1302,2144455.678,8.3,Shamkya,310.352,RC.BH27.023,rc,0.31,25,81
0.06,An1,6.6,0.01,FALSE,0.68,35.1,498893.224,,,25,1,1303,2144455.678,8.7,Shamkya,309.352,RC.BH27.024,rc,0.31,26,123
0.07,An1,2.6,0.01,FALSE,0.41,21.5,498893.224,,,26,1,1304,2144455.678,8.4,Shamkya,308.352,RC.BH27.025,rc,0.34,27,151
0.12,An1,6.5,0.02,FALSE,0.49,59.2,498893.224,,,27,1,1305,2144455.678,10.5,Shamkya,307.352,RC.BH27.026,rc,0.41,28,232
0.13,An1,32.5,0.01,FALSE,0.3,24.1,498893.224,,,28,1,1306,2144455.678,13.1,Shamkya,306.352,RC.BH27.027,rc,0.55,29,151
0.07,An1,2.9,0.01,FALSE,0.19,12.3,498893.224,,,29,1,1307,2144455.678,5.2,Shamkya,305.352,RC.BH27.028,rc,0.28,30,145
0.1,An1,2.8,0.01,FALSE,0.21,18.8,498893.224,,,30,1,1308,2144455.678,5.1,Shamkya,304.352,RC.BH27.029,rc,0.13,31,113
0.08,An1,3.9,0.01,FALSE,0.28,41.4,498893.224,,,31,1,1309,2144455.678,6.8,Shamkya,303.352,RC.BH27.030,rc,0.11,32,155
0.09,An1,2.5,0.005,TRUE,0.19,22.5,498893.224,,,32,1,1310,2144455.678,5.2,Shamkya,302.352,RC.BH27.031,rc,0.12,33,158
0.07,An1,4.8,0.005,TRUE,0.17,30,498893.224,,,33,1,1311,2144455.678,7,Shamkya,301.352,RC.BH27.032,rc,0.25,34,188
0.11,An1,18.7,0.01,FALSE,0.23,104.5,498893.224,,,34,1,1312,2144455.678,8.2,Shamkya,300.352,RC.BH27.033,rc,0.58,35,163
0.3,An1,9.9,0.01,FALSE,1.17,361,498893.224,,,35,1,1313,2144455.678,68.3,Shamkya,299.352,RC.BH27.034,rc,0.31,36,176
0.03,An1,1.8,0.005,TRUE,0.07,20.8,498893.224,,,36,1,1314,2144455.678,5.4,Shamkya,298.352,RC.BH27.035,rc,0.1,37,92
0.04,An1,3.8,0.005,TRUE,0.14,39.3,498893.224,,,37,1,1315,2144455.678,3,Shamkya,297.352,RC.BH27.036,rc,0.22,38,165
0.06,An1,2.7,0.005,TRUE,0.1,91.4,498893.224,,,38,1,1316,2144455.678,2.9,Shamkya,296.352,RC.BH27.037,rc,0.3,39,117
0.05,An1,3.7,0.005,TRUE,0.06,42.9,498893.224,,,39,1,1317,2144455.678,2.3,Shamkya,295.352,RC.BH27.038,rc,0.13,40,74
0.04,An1,4.6,0.005,TRUE,0.23,90.3,498893.224,,,40,1,1318,2144455.678,3,Shamkya,294.352,RC.BH27.039,rc,0.17,41,118
0.03,An1,2.8,0.005,TRUE,0.09,22.9,498893.224,,,41,1,1319,2144455.678,5.6,Shamkya,293.352,RC.BH27.040,rc,0.31,42,132
0.09,An1,2.8,0.01,FALSE,0.12,34.8,498965.284,,,3,1,1320,2144477.428,23.2,Shamkya,330.596,RC.BH28.004,rc,0.16,4,72
0.11,An1,25.2,0.08,FALSE,1.09,29,498965.284,,,4,1,1321,2144477.428,37.8,Shamkya,329.596,RC.BH28.005,rc,0.32,5,58
0.1,An1,3.7,0.01,FALSE,1.24,67.5,498965.284,,,5,1,1322,2144477.428,9,Shamkya,328.596,RC.BH28.006,rc,0.16,6,37
0.08,An1,1.7,0.01,FALSE,0.32,143.5,498965.284,,,6,1,1323,2144477.428,5.1,Shamkya,327.596,RC.BH28.007,rc,0.34,7,147
0.11,An1,10.5,0.02,FALSE,0.72,160.5,498965.284,,,7,1,1324,2144477.428,7.9,Shamkya,326.596,RC.BH28.008,rc,0.44,8,160
0.12,An1,9.4,0.01,FALSE,0.39,17.3,498965.284,,,8,1,1325,2144477.428,6.3,Shamkya,325.596,RC.BH28.009,rc,0.2,9,41
0.13,An1,15.9,0.005,TRUE,0.95,37.7,,,,,,1326,,4.3,Shamkya,,,rc,0.15,,90
0.13,An1,15.1,0.005,TRUE,1.11,38.4,498965.284,,,9,1,1327,2144477.428,4.2,Shamkya,324.596,RC.BH28.010,rc,0.17,10,91
0.01,An1,0.2,0.005,TRUE,0.02,1.8,,,,,,1328,,12.6,Shamkya,,,rc,0.025,,4
0.4,An1,24.3,0.07,FALSE,1.32,89.4,498965.284,,,10,1,1329,2144477.428,24,Shamkya,323.596,RC.BH28.011,rc,0.37,11,158
0.33,An1,10.4,0.05,FALSE,0.6,47,498965.284,,,11,1,1330,2144477.428,84.9,Shamkya,322.596,RC.BH28.012,rc,0.2,12,193
0.11,An1,8.5,0.005,TRUE,0.51,39.3,498965.284,,,12,1,1331,2144477.428,14.4,Shamkya,321.596,RC.BH28.013,rc,0.23,13,78
0.06,An1,14.2,0.01,FALSE,0.7,21.9,498965.284,,,13,1,1332,2144477.428,7.9,Shamkya,320.596,RC.BH28.014,rc,0.2,14,58
0.11,An1,43.4,0.08,FALSE,1.44,22.5,498965.284,,,14,1,1333,2144477.428,4.9,Shamkya,319.596,RC.BH28.015,rc,0.21,15,54
0.23,An1,53.7,0.24,FALSE,1.78,31,498965.284,,,15,1,1334,2144477.428,6.4,Shamkya,318.596,RC.BH28.016,rc,0.4,16,38
0.16,An1,54,0.08,FALSE,1.6,202,498965.284,,,16,1,1335,2144477.428,8.8,Shamkya,317.596,RC.BH28.017,rc,0.25,17,56
0.17,An1,29,0.02,FALSE,2.15,236,498965.284,,,17,1,1336,2144477.428,7.5,Shamkya,316.596,RC.BH28.018,rc,0.16,18,62
0.62,An1,9.9,0.8,FALSE,17.75,1540,498965.284,,,18,1,1337,2144477.428,41.4,Shamkya,315.596,RC.BH28.019,rc,0.21,19,173
0.23,An1,9.5,0.18,FALSE,5.95,388,498965.284,,,19,1,1338,2144477.428,18.8,Shamkya,314.596,RC.BH28.020,rc,0.25,20,105
0.07,An1,11.6,0.07,FALSE,1.83,102.5,498965.284,,,20,1,1339,2144477.428,11.1,Shamkya,313.596,RC.BH28.021,rc,0.22,21,182
0.67,An1,66.2,0.53,FALSE,5.55,151,498965.284,,,21,1,1340,2144477.428,185.5,Shamkya,312.596,RC.BH28.022,rc,0.75,22,146
0.42,An1,85.1,0.62,FALSE,1.62,83.5,498965.284,,,22,1,1341,2144477.428,133.5,Shamkya,311.596,RC.BH28.023,rc,1.69,23,624
38.1,An1,55.4,0.49,FALSE,86,395,498965.284,,,23,1,1342,2144477.428,2580,Shamkya,310.596,RC.BH28.024,rc,0.75,24,2280
0.4,An1,153,0.01,FALSE,1.02,79.8,498965.284,,,24,1,1343,2144477.428,47.2,Shamkya,309.596,RC.BH28.025,rc,0.83,25,244
0.13,An1,18.9,0.005,TRUE,0.31,20.1,498965.284,,,25,1,1344,2144477.428,15.4,Shamkya,308.596,RC.BH28.026,rc,0.31,26,253
0.09,An1,3.4,0.01,FALSE,0.34,29,498965.284,,,26,1,1345,2144477.428,14.1,Shamkya,307.596,RC.BH28.027,rc,0.17,27,114
0.03,An1,2.8,0.005,TRUE,0.08,3.4,498965.284,,,27,1,1346,2144477.428,9.7,Shamkya,306.596,RC.BH28.028,rc,0.07,28,54
0.03,An1,1,0.005,TRUE,0.07,9.3,498965.284,,,28,1,1347,2144477.428,5.1,Shamkya,305.596,RC.BH28.029,rc,0.05,29,83
0.04,An1,0.8,0.005,TRUE,0.21,6.7,498965.284,,,40,1,1348,2144477.428,6.9,Shamkya,289.596,RC.BH28.041,rc,0.08,41,121
0.05,An1,3.4,0.01,FALSE,0.16,14.3,498965.284,,,41,1,1349,2144477.428,6.6,Shamkya,288.596,RC.BH28.042,rc,0.16,42,79
0.09,An1,5.3,0.005,TRUE,0.53,27.5,498965.284,,,42,1,1350,2144477.428,13.7,Shamkya,287.596,RC.BH28.043,rc,0.15,43,155
0.17,An1,55.3,0.08,FALSE,1.66,194.5,,,,,,1351,,8.9,Shamkya,,,rc,0.23,,57
0.16,An1,22.7,0.005,TRUE,0.37,30.7,498965.284,,,43,1,1352,2144477.428,17.6,Shamkya,286.596,RC.BH28.044,rc,0.37,44,150
0.27,An1,19.8,0.01,FALSE,0.26,29.2,498965.284,,,44,1,1353,2144477.428,20.5,Shamkya,285.596,RC.BH28.045,rc,0.43,45,85
0.12,An1,4.9,0.005,TRUE,0.09,12.9,498965.284,,,45,1,1354,2144477.428,7.3,Shamkya,284.596,RC.BH28.046,rc,0.18,46,65
0.04,An1,2.2,0.005,TRUE,0.1,6,498965.284,,,46,1,1355,2144477.428,5.2,Shamkya,283.596,RC.BH28.047,rc,0.1,47,94
0.09,An1,3.3,0.005,TRUE,0.1,48.5,498965.284,,,47,1,1356,2144477.428,5.6,Shamkya,282.596,RC.BH28.048,rc,0.12,48,112
0.05,An1,1.3,0.005,TRUE,0.07,22.8,498965.284,,,48,1,1357,2144477.428,3.1,Shamkya,281.596,RC.BH28.049,rc,0.05,49,93
0.03,An1,0.9,0.005,TRUE,0.09,8,498965.284,,,49,1,1358,2144477.428,4.8,Shamkya,280.596,RC.BH28.050,rc,0.05,50,97
0.03,An1,1.2,0.005,TRUE,0.08,6.7,498965.284,,,50,1,1359,2144477.428,5,Shamkya,279.596,RC.BH28.051,rc,0.05,51,76
0.03,An1,0.9,0.005,TRUE,0.07,3.5,498965.284,,,51,1,1360,2144477.428,5,Shamkya,278.596,RC.BH28.052,rc,0.025,52,66
0.02,An1,0.6,0.005,TRUE,0.11,2,498965.284,,,52,1,1361,2144477.428,4.5,Shamkya,277.596,RC.BH28.053,rc,0.025,53,69
0.01,An1,1.2,0.005,TRUE,0.03,35.6,498751.557,,,8,1,1362,2144448.633,2.8,Shamkya,324.995,RC.BH29.009,rc,0.025,9,100
0.01,An1,1.4,0.005,TRUE,0.04,43.8,498751.557,,,9,1,1363,2144448.633,3.4,Shamkya,323.995,RC.BH29.010,rc,0.025,10,98
0.02,An1,3.3,0.01,FALSE,0.36,18.2,498751.557,,,10,1,1364,2144448.633,5.8,Shamkya,322.995,RC.BH29.011,rc,0.05,11,34
0.1,An1,60,0.05,FALSE,8.19,23.1,498751.557,,,11,1,1365,2144448.633,2,Shamkya,321.995,RC.BH29.012,rc,0.28,12,40
0.1,An1,19,0.02,FALSE,0.9,25.1,498751.557,,,12,1,1366,2144448.633,3.9,Shamkya,320.995,RC.BH29.013,rc,0.17,13,39
0.07,An1,32.5,0.02,FALSE,0.8,34.4,498751.557,,,13,1,1367,2144448.633,2.9,Shamkya,319.995,RC.BH29.014,rc,0.16,14,31
0.07,An1,9.9,0.01,FALSE,0.81,62.2,498751.557,,,14,1,1368,2144448.633,5.8,Shamkya,318.995,RC.BH29.015,rc,0.19,15,88
0.06,An1,15.3,0.02,FALSE,0.69,31.6,498751.557,,,15,1,1369,2144448.633,4.6,Shamkya,317.995,RC.BH29.016,rc,0.12,16,59
0.01,An1,0.2,0.005,TRUE,0.02,2.3,,,,,,1370,,13.6,Shamkya,,,rc,0.025,,5
0.08,An1,3.6,0.01,FALSE,0.53,64.5,498751.557,,,16,1,1371,2144448.633,10.2,Shamkya,316.995,RC.BH29.017,rc,0.06,17,112
0.02,An1,1,0.01,TRUE,0.02,39.5,498751.557,,,17,1,1372,2144448.633,2.5,Shamkya,315.995,RC.BH29.018,rc,0.025,18,99
0.03,An1,0.6,0.005,TRUE,0.05,37.7,498751.557,,,18,1,1373,2144448.633,3.5,Shamkya,314.995,RC.BH29.019,rc,0.05,19,94
0.06,An1,1.2,0.005,TRUE,0.45,20.3,498751.557,,,19,1,1374,2144448.633,10,Shamkya,313.995,RC.BH29.020,rc,0.025,20,131
0.05,An1,13.8,0.005,TRUE,0.72,32,498751.557,,,20,1,1375,2144448.633,4.8,Shamkya,312.995,RC.BH29.021,rc,0.11,21,57
0.06,An1,1.7,0.01,FALSE,0.42,48.2,,,,,,1376,,12.2,Shamkya,,,rc,0.05,,90
0.05,An1,1.8,0.005,TRUE,0.85,46.8,498751.557,,,21,1,1377,2144448.633,16.1,Shamkya,311.995,RC.BH29.022,rc,0.05,22,98
0.05,An1,1,0.005,TRUE,0.33,50.2,498751.557,,,22,1,1378,2144448.633,13.1,Shamkya,310.995,RC.BH29.023,rc,0.05,23,104
0.04,An1,1.3,0.005,TRUE,0.25,76.8,498751.557,,,23,1,1379,2144448.633,5.3,Shamkya,309.995,RC.BH29.024,rc,0.05,24,83
0.06,An1,4.4,0.005,TRUE,0.35,41.4,498751.557,,,24,1,1380,2144448.633,9.5,Shamkya,308.995,RC.BH29.025,rc,0.09,25,76
0.09,An1,7,0.005,TRUE,0.24,28.7,498751.557,,,25,1,1381,2144448.633,8.7,Shamkya,307.995,RC.BH29.026,rc,0.13,26,59
0.16,An1,18.1,0.01,FALSE,1.58,103.5,498751.557,,,26,1,1382,2144448.633,7.3,Shamkya,306.995,RC.BH29.027,rc,0.29,27,66
0.11,An1,2.7,0.18,FALSE,0.61,40.5,498751.557,,,27,1,1383,2144448.633,6.3,Shamkya,305.995,RC.BH29.028,rc,0.06,28,78
0.37,An1,21.7,0.01,FALSE,0.76,29,498751.557,,,28,1,1384,2144448.633,27.6,Shamkya,304.995,RC.BH29.029,rc,0.53,29,80
0.2,An1,16.6,0.01,FALSE,0.39,49.5,498751.557,,,29,1,1385,2144448.633,18.5,Shamkya,303.995,RC.BH29.030,rc,0.41,30,150
0.02,An1,3.2,0.005,TRUE,0.03,69.2,498751.557,,,30,1,1386,2144448.633,1.2,Shamkya,302.995,RC.BH29.031,rc,0.15,31,55
0.02,An1,1.4,0.005,TRUE,0.05,68.7,498751.557,,,31,1,1387,2144448.633,1.5,Shamkya,301.995,RC.BH29.032,rc,0.1,32,65
0.03,An1,1.4,0.005,TRUE,1.72,74.7,498751.557,,,32,1,1388,2144448.633,2.9,Shamkya,300.995,RC.BH29.033,rc,0.1,33,74
0.09,An1,2.1,0.005,TRUE,3.17,57,498751.557,,,33,1,1389,2144448.633,6.9,Shamkya,299.995,RC.BH29.034,rc,0.12,34,64
0.06,An1,2.8,0.005,TRUE,0.21,100,498751.557,,,34,1,1390,2144448.633,2.5,Shamkya,298.995,RC.BH29.035,rc,0.1,35,89
0.03,An1,4.1,0.005,TRUE,0.81,70.5,498751.557,,,35,1,1391,2144448.633,1.7,Shamkya,297.995,RC.BH29.036,rc,0.15,36,46
0.03,An1,2.7,0.005,TRUE,0.04,88.4,498751.557,,,36,1,1392,2144448.633,0.5,Shamkya,296.995,RC.BH29.037,rc,0.11,37,29
0.03,An1,3,0.005,TRUE,0.03,72.4,498751.557,,,37,1,1393,2144448.633,0.4,Shamkya,295.995,RC.BH29.038,rc,0.1,38,32
0.05,An1,1.7,0.005,TRUE,0.1,96,498751.557,,,38,1,1394,2144448.633,0.6,Shamkya,294.995,RC.BH29.039,rc,0.09,39,89
0.07,An1,5.2,0.005,TRUE,6.56,49.6,498751.557,,,39,1,1395,2144448.633,4.1,Shamkya,293.995,RC.BH29.040,rc,0.15,40,101
0.05,An1,2.6,0.005,TRUE,2.94,11.1,498751.557,,,40,1,1396,2144448.633,10.7,Shamkya,292.995,RC.BH29.041,rc,0.09,41,120
0.03,An1,15.2,0.005,TRUE,0.56,5.8,498751.557,,,41,1,1397,2144448.633,10.7,Shamkya,291.995,RC.BH29.042,rc,0.1,42,167
0.04,An1,12.9,0.01,FALSE,0.52,18.5,498751.557,,,42,1,1398,2144448.633,10.9,Shamkya,290.995,RC.BH29.043,rc,0.14,43,83
0.02,An1,47.9,0.005,TRUE,1.33,30.5,498751.557,,,43,1,1399,2144448.633,6.4,Shamkya,289.995,RC.BH29.044,rc,0.4,44,41
0.01,An1,47.8,0.005,TRUE,1.65,12.4,498751.557,,,44,1,1400,2144448.633,0.8,Shamkya,288.995,RC.BH29.045,rc,0.25,45,22
0.02,An1,7.9,0.005,TRUE,0.88,7.2,,,,,,1401,,0.8,Shamkya,,,rc,0.14,,11
0.01,An1,34.1,0.005,TRUE,1.34,8.4,498751.557,,,45,1,1402,2144448.633,0.5,Shamkya,287.995,RC.BH29.046,rc,0.21,46,16
0.01,An1,9.7,0.005,TRUE,0.59,3.3,498751.557,,,46,1,1403,2144448.633,0.6,Shamkya,286.995,RC.BH29.047,rc,0.13,47,11
0.02,An1,7.9,0.005,TRUE,0.88,7.2,498751.557,,,47,1,1404,2144448.633,0.8,Shamkya,285.995,RC.BH29.048,rc,0.14,48,11
0.02,An1,0.9,0.005,TRUE,0.82,14.3,498751.557,,,48,1,1405,2144448.633,0.7,Shamkya,284.995,RC.BH29.049,rc,0.05,49,3
0.01,An1,4.9,0.005,TRUE,0.37,3.1,498751.557,,,49,1,1406,2144448.633,0.7,Shamkya,283.995,RC.BH29.050,rc,0.11,50,14
0.14,An1,2,0.005,TRUE,0.09,5.8,498529,,,2,1,1407,2143725,7.7,Shamkya,331,RC.BH30.002,rc,0.24,3,84
0.08,An1,1.5,0.01,FALSE,0.1,9.7,498529,,,3,1,1408,2143725,4.8,Shamkya,330,RC.BH30.003,rc,0.14,4,58
0.02,An1,0.9,0.02,FALSE,0.12,4.7,498529,,,4,1,1409,2143725,2.7,Shamkya,329,RC.BH30.004,rc,0.06,5,46
0.02,An1,1.1,0.01,FALSE,0.13,5.1,498529,,,5,1,1410,2143725,2.1,Shamkya,328,RC.BH30.005,rc,0.06,6,77
0.04,An1,1.4,0.005,TRUE,0.11,6.6,498529,,,6,1,1411,2143725,2.6,Shamkya,327,RC.BH30.006,rc,0.07,7,92
0.03,An1,1,0.005,TRUE,0.17,8.3,498529,,,7,1,1412,2143725,2.3,Shamkya,326,RC.BH30.007,rc,0.05,8,78
0.03,An1,0.9,0.005,TRUE,0.24,4.5,498529,,,8,1,1413,2143725,2.5,Shamkya,325,RC.BH30.008,rc,0.07,9,52
0.04,An1,1.3,0.005,TRUE,0.22,4.9,498529,,,9,1,1414,2143725,3.3,Shamkya,324,RC.BH30.009,rc,0.08,10,53
